Age,Gender,Height_cm,Weight_kg,BMI,Activity_Level,Calorie_Level
13,Female,163.0,45.3,17.04,High,High
7,Female,130.4,23.6,13.87,High,Low
8,Female,135.4,32.6,17.76,Medium,Low
14,Male,170.3,71.7,24.73,Medium,High
5,Male,133.4,43.4,24.42,Medium,Medium
17,Male,175.5,91.8,29.81,Medium,High
15,Female,161.6,63.8,24.42,Medium,Medium
14,Female,163.5,65.2,24.37,High,High
7,Female,137.9,33.9,17.86,Low,Low
6,Female,112.9,15.0,11.77,Medium,Low
6,Male,129.3,24.4,14.62,Medium,Low
5,Male,117.8,16.2,11.66,Low,Low
12,Female,156.0,63.8,26.22,High,High
7,Female,124.8,29.0,18.6,Low,Low
7,Female,125.1,26.8,17.16,Medium,Low
10,Male,162.3,57.6,21.89,Low,Medium
17,Male,154.2,38.4,16.13,High,High
12,Male,147.2,31.8,14.68,Medium,Medium
17,Female,163.2,49.9,18.73,Medium,Medium
13,Female,170.3,68.0,23.44,High,High
13,Male,184.3,92.2,27.16,Medium,High
8,Female,118.9,26.7,18.86,Low,Low
9,Male,113.0,19.4,15.17,Low,Low
6,Female,116.9,15.0,10.98,High,Low
15,Male,162.7,71.8,27.14,Medium,High
13,Female,165.6,58.2,21.21,Low,Medium
12,Male,146.1,53.0,24.8,Low,Medium
7,Male,143.0,29.6,14.48,Low,Low
15,Male,181.2,71.8,21.87,Medium,High
16,Male,178.0,91.3,28.79,Low,High
17,Male,190.0,88.4,24.48,Low,High
13,Male,173.2,67.8,22.59,Medium,High
7,Female,136.1,44.9,24.25,Medium,Medium
13,Female,173.0,82.8,27.65,Medium,High
6,Female,131.4,27.9,16.18,Medium,Low
16,Male,168.9,71.2,24.94,Medium,High
14,Male,161.0,62.1,23.96,Medium,High
13,Female,152.5,29.9,12.86,High,Medium
12,Male,143.7,32.5,15.75,Low,Low
13,Male,170.7,78.2,26.85,Medium,High
9,Male,125.7,19.1,12.06,Medium,Low
15,Male,154.3,58.6,24.59,Low,Medium
15,Male,163.3,65.4,24.53,High,High
6,Female,122.8,32.5,21.57,Low,Low
12,Female,144.4,33.5,16.06,Medium,Low
16,Female,169.9,73.1,25.31,Medium,High
10,Female,152.1,51.5,22.29,Low,Low
12,Female,140.0,33.7,17.18,Medium,Low
15,Male,174.8,68.4,22.4,Medium,High
9,Male,136.3,38.1,20.52,High,Medium
14,Male,168.2,73.2,25.89,High,High
6,Male,131.6,32.2,18.55,Low,Low
10,Female,154.8,55.6,23.19,Medium,Medium
9,Female,114.0,15.0,11.54,High,Low
16,Female,175.5,72.1,23.39,Low,Medium
17,Male,157.1,50.8,20.57,Medium,Medium
16,Female,158.1,53.9,21.58,High,High
9,Male,127.0,31.7,19.68,Medium,Medium
17,Female,143.6,49.2,23.88,Low,Low
5,Female,126.8,16.5,10.3,Medium,Low
6,Male,134.8,27.6,15.21,Medium,Medium
12,Male,128.5,22.9,13.83,High,Medium
17,Female,175.9,75.4,24.36,Low,Medium
17,Female,158.0,44.5,17.84,High,Medium
7,Male,127.1,20.0,12.41,Medium,Low
14,Female,159.5,48.4,19.03,Low,Low
7,Female,130.7,33.9,19.86,Medium,Low
12,Male,155.2,55.0,22.82,Medium,Medium
12,Female,151.5,47.8,20.82,Low,Low
6,Male,125.0,16.5,10.54,Low,Low
12,Female,140.2,36.7,18.64,High,Medium
15,Male,164.3,59.8,22.15,High,High
17,Female,171.6,84.6,28.76,Medium,High
17,Male,171.9,79.9,27.03,Low,Medium
5,Female,130.5,25.0,14.67,High,Low
10,Male,132.2,33.5,19.17,Medium,Medium
12,Female,144.8,52.3,24.97,Low,Low
7,Female,118.7,15.0,10.65,High,Low
12,Female,151.6,40.3,17.53,Low,Low
16,Female,157.4,43.0,17.36,Medium,Medium
5,Female,129.5,39.7,23.66,Medium,Low
15,Female,162.2,60.6,23.06,Medium,Medium
15,Female,146.2,48.5,22.71,Low,Low
13,Female,174.3,69.7,22.94,Medium,High
17,Female,164.7,54.6,20.12,High,High
15,Male,177.8,69.1,21.87,Medium,High
17,Male,148.3,37.6,17.09,Medium,Medium
13,Female,162.1,68.9,26.22,Low,Medium
9,Male,122.8,34.8,23.05,High,Medium
14,Female,167.7,68.0,24.18,High,High
8,Female,111.7,15.0,12.01,High,Low
15,Male,170.4,74.4,25.62,Medium,High
10,Female,164.1,74.2,27.56,High,High
16,Female,169.7,77.5,26.9,Low,Medium
11,Male,145.9,45.7,21.46,Medium,Medium
9,Male,111.2,15.0,12.13,Medium,Low
15,Female,157.3,57.0,23.03,Medium,Medium
17,Male,164.4,74.2,27.46,High,High
14,Male,159.7,65.8,25.79,Medium,High
13,Female,175.3,72.2,23.5,Low,Medium
7,Male,130.3,27.0,15.92,Medium,Low
11,Male,171.9,68.1,23.03,Medium,High
14,Female,155.2,46.7,19.38,Medium,Medium
14,Male,165.3,76.1,27.86,Low,Medium
15,Male,151.2,44.9,19.63,Low,Low
9,Female,102.8,15.0,14.2,Medium,Low
11,Female,152.2,46.9,20.25,High,Medium
6,Female,130.0,26.1,15.48,High,Low
8,Male,116.5,15.5,11.46,High,Low
6,Female,125.9,30.3,19.1,High,Medium
17,Female,158.7,56.6,22.48,Low,Low
17,Male,160.1,50.9,19.89,High,High
16,Female,161.8,61.9,23.66,Medium,Medium
11,Female,136.0,29.9,16.16,High,Medium
6,Female,117.8,30.2,21.74,Medium,Low
17,Female,158.1,56.0,22.41,High,High
15,Male,169.2,63.9,22.31,Medium,High
5,Female,97.3,15.0,15.86,Low,Low
13,Female,162.7,68.6,25.92,Medium,High
5,Male,114.1,15.0,11.52,Low,Low
12,Female,134.5,28.2,15.57,High,Medium
6,Male,119.7,23.5,16.42,Medium,Low
16,Male,164.9,65.2,23.99,Medium,High
12,Male,142.9,50.0,24.49,High,High
17,Female,154.4,49.1,20.59,Medium,Medium
7,Male,132.2,37.8,21.64,Medium,Medium
10,Male,136.0,18.1,9.77,Low,Low
7,Male,117.7,16.4,11.86,Medium,Low
11,Female,147.8,42.9,19.63,High,Medium
14,Female,168.2,64.6,22.82,High,High
13,Female,158.9,58.1,23.0,High,High
6,Female,95.6,15.0,16.4,Low,Low
16,Female,156.1,46.9,19.24,Low,Low
16,Female,166.6,49.1,17.69,Low,Low
9,Female,131.9,23.6,13.56,High,Low
17,Male,164.2,72.4,26.85,Low,Medium
10,Male,140.2,27.1,13.76,Low,Low
8,Male,147.9,43.4,19.81,Medium,Medium
8,Male,121.3,28.0,19.03,Medium,Low
8,Female,131.1,30.7,17.83,High,Medium
6,Male,111.6,20.7,16.59,Medium,Low
8,Male,114.1,15.0,11.52,Medium,Low
15,Male,171.5,68.9,23.43,Medium,High
5,Male,135.4,46.1,25.15,High,High
16,Female,161.1,52.1,20.07,Medium,Medium
10,Female,126.5,34.8,21.74,Medium,Low
5,Female,123.3,21.4,14.1,Medium,Low
14,Male,166.9,70.4,25.26,Low,Medium
10,Female,146.0,56.1,26.33,High,High
5,Male,119.4,22.8,16.01,Low,Low
10,Female,143.5,38.7,18.82,High,Medium
14,Female,157.5,62.0,24.99,Low,Medium
12,Female,133.9,28.6,15.95,High,Medium
15,Female,172.6,74.7,25.1,High,High
6,Female,126.0,16.0,10.06,Medium,Low
6,Male,123.5,23.7,15.56,Medium,Low
17,Female,159.9,69.4,27.15,Medium,Medium
16,Male,163.2,60.8,22.83,Medium,High
8,Male,126.6,35.4,22.06,Low,Low
15,Male,182.3,107.0,32.21,Medium,High
7,Male,131.5,31.3,18.1,High,Medium
8,Male,118.3,23.3,16.6,Low,Low
17,Female,158.4,62.3,24.8,High,High
16,Female,156.9,58.7,23.84,Medium,Medium
11,Female,143.0,49.3,24.11,Medium,Medium
17,Female,156.9,54.9,22.3,High,High
15,Male,169.7,64.4,22.37,Medium,High
5,Female,98.6,15.0,15.44,Medium,Low
10,Female,150.4,47.6,21.06,High,Medium
7,Male,127.8,35.0,21.42,High,Medium
15,Male,177.6,70.1,22.22,Low,Medium
14,Female,173.8,75.7,25.08,Medium,High
11,Female,138.2,37.2,19.48,Medium,Low
14,Male,172.6,67.7,22.71,Low,Medium
6,Female,123.3,15.0,9.86,Low,Low
6,Female,105.7,16.6,14.83,Medium,Low
17,Female,166.6,70.7,25.49,Medium,High
8,Female,118.8,40.1,28.42,High,Medium
5,Male,125.0,33.6,21.53,High,Medium
7,Male,141.5,52.2,26.09,Medium,Medium
17,Male,167.2,53.3,19.04,Low,Medium
13,Female,154.8,40.7,16.98,Low,Low
11,Female,154.6,55.0,22.99,Medium,Medium
11,Female,148.6,39.4,17.85,Medium,Medium
17,Female,153.6,48.2,20.42,Low,Low
17,Female,148.9,69.1,31.17,Medium,Medium
15,Male,155.2,64.7,26.87,High,High
8,Female,133.4,25.9,14.55,High,Medium
6,Female,122.0,15.0,10.08,High,Low
8,Male,125.8,17.7,11.15,Medium,Low
10,Female,131.6,27.2,15.68,Low,Low
15,Male,173.6,71.1,23.57,Low,Medium
15,Male,144.8,34.6,16.5,High,Medium
7,Male,118.4,27.5,19.59,Medium,Low
5,Male,129.2,23.5,14.08,Medium,Low
16,Male,153.8,59.0,24.94,Low,Medium
12,Female,151.1,51.6,22.58,Medium,Medium
16,Male,156.3,63.8,26.12,Low,Medium
17,Male,152.7,50.8,21.79,Low,Medium
9,Female,137.9,30.5,16.03,Medium,Low
9,Female,126.5,21.8,13.58,Medium,Low
15,Male,170.2,65.5,22.62,Low,Medium
8,Female,135.2,51.7,28.29,Low,Low
10,Female,118.8,19.4,13.76,High,Low
7,Male,131.3,31.4,18.19,Medium,Medium
13,Male,157.4,64.4,26.02,Medium,High
9,Female,118.7,18.7,13.28,Medium,Low
7,Male,129.4,38.3,22.91,High,Medium
15,Male,161.4,58.4,22.42,Low,Medium
5,Female,130.9,27.2,15.84,Low,Low
14,Male,164.6,56.7,20.95,Medium,High
16,Male,166.7,81.5,29.33,Low,Medium
10,Male,140.1,39.5,20.14,Medium,Medium
6,Male,114.4,15.0,11.47,Medium,Low
17,Male,157.6,59.2,23.82,High,High
7,Female,124.0,18.8,12.21,High,Low
5,Female,143.4,40.3,19.58,High,Medium
13,Male,179.7,82.2,25.45,Low,High
12,Female,138.5,50.6,26.41,High,Medium
16,Male,165.6,66.4,24.22,Low,Medium
6,Male,122.1,16.4,11.02,Medium,Low
16,Male,166.3,62.3,22.51,High,High
15,Male,167.6,72.8,25.93,Low,Medium
12,Male,150.3,34.6,15.33,Medium,Medium
16,Female,136.0,27.6,14.95,Low,Low
13,Female,168.7,70.4,24.74,Low,Medium
5,Male,121.0,15.0,10.24,High,Low
17,Female,158.0,55.5,22.23,Low,Low
9,Male,132.9,29.1,16.47,Low,Low
12,Female,159.7,66.7,26.16,Medium,Medium
15,Male,171.9,69.9,23.65,High,High
6,Female,119.8,29.3,20.42,Low,Low
8,Male,114.2,15.0,11.49,Medium,Low
11,Male,114.9,29.1,22.06,High,Medium
7,Female,126.8,15.7,9.78,Low,Low
17,Female,170.8,83.7,28.7,Medium,High
16,Male,164.0,60.7,22.57,High,High
9,Female,134.3,46.1,25.56,Medium,Medium
12,Male,131.8,41.3,23.76,High,Medium
16,Female,163.3,40.5,15.18,Low,Low
14,Female,162.5,66.3,25.12,High,High
7,Male,123.9,31.9,20.77,High,Medium
8,Female,136.7,47.3,25.32,Low,Low
13,Female,164.0,54.5,20.29,Low,Medium
11,Male,142.1,46.8,23.18,High,High
5,Female,115.6,17.2,12.86,Medium,Low
16,Male,178.3,81.7,25.71,Medium,High
8,Male,110.7,18.7,15.25,Medium,Low
8,Male,119.5,28.7,20.12,High,Medium
13,Male,181.9,76.7,23.17,High,High
10,Male,149.7,51.8,23.12,Low,Medium
13,Female,164.8,65.1,23.98,Low,Medium
16,Male,165.2,63.3,23.19,High,High
10,Male,135.5,34.4,18.72,High,Medium
10,Female,144.3,45.9,22.03,Medium,Medium
9,Female,121.5,16.7,11.3,High,Low
9,Female,126.8,33.9,21.06,High,Medium
6,Male,109.9,20.1,16.62,Low,Low
12,Male,149.0,42.4,19.11,High,High
12,Male,155.2,65.7,27.29,Medium,High
15,Female,163.0,56.4,21.24,Low,Medium
17,Male,171.5,78.7,26.75,Medium,High
5,Female,128.1,38.6,23.54,High,Medium
12,Male,138.9,38.2,19.78,High,Medium
9,Female,114.4,15.0,11.46,Low,Low
6,Male,115.8,15.0,11.18,Low,Low
6,Male,127.9,30.8,18.83,Medium,Medium
10,Male,144.4,60.2,28.83,High,High
15,Female,177.8,64.2,20.32,High,High
17,Female,172.9,73.7,24.65,Medium,High
13,Male,172.9,72.2,24.15,Medium,High
5,Male,127.6,24.0,14.72,Low,Low
16,Male,155.4,54.7,22.67,Medium,Medium
10,Female,148.3,43.9,19.98,Low,Low
13,Male,165.6,75.6,27.55,High,High
12,Male,133.6,44.4,24.84,Low,Low
15,Male,177.1,77.8,24.81,Medium,High
10,Male,156.0,54.9,22.55,Low,Medium
7,Female,113.6,15.0,11.63,Medium,Low
12,Female,138.6,39.3,20.47,Low,Low
13,Male,159.5,74.3,29.2,Medium,High
5,Male,131.1,30.3,17.61,Low,Low
16,Female,169.9,63.2,21.89,High,High
13,Female,165.4,62.3,22.75,Medium,Medium
10,Male,147.7,53.8,24.63,High,High
10,Female,132.1,26.4,15.11,Medium,Low
16,Female,168.8,68.5,24.05,Medium,High
8,Male,124.0,27.8,18.07,Medium,Low
5,Female,118.2,15.0,10.73,High,Low
14,Female,149.7,35.6,15.87,Medium,Low
12,Male,145.3,36.7,17.39,Low,Low
6,Male,128.6,21.7,13.13,High,Medium
16,Female,148.0,46.1,21.07,Low,Low
5,Male,125.2,25.5,16.3,High,Medium
6,Female,126.2,32.8,20.59,Low,Low
5,Male,119.5,15.0,10.51,Medium,Low
5,Female,128.8,34.2,20.63,Low,Low
13,Male,163.7,60.7,22.66,High,High
17,Female,167.8,53.5,19.01,Medium,Medium
5,Female,130.3,30.5,17.92,Medium,Low
17,Female,170.3,80.9,27.87,Low,Medium
8,Male,135.2,42.2,23.12,Medium,Medium
14,Male,168.4,67.8,23.9,High,High
10,Female,140.2,49.2,25.04,Medium,Medium
11,Female,138.5,40.1,20.88,Low,Low
6,Male,114.4,22.2,16.99,Medium,Low
10,Male,146.5,33.2,15.48,Medium,Medium
11,Male,158.2,48.2,19.26,Low,Medium
14,Male,161.4,67.2,25.81,Low,Medium
14,Male,169.5,81.8,28.48,High,High
6,Male,117.5,20.8,15.08,High,Medium
6,Female,126.9,23.0,14.25,Low,Low
14,Male,177.6,70.8,22.44,High,High
11,Female,151.9,49.3,21.39,Low,Low
16,Male,149.3,59.0,26.47,Medium,Medium
5,Male,130.7,28.0,16.37,Medium,Medium
12,Female,151.2,59.5,26.06,Low,Low
15,Female,166.7,72.0,25.88,Medium,High
17,Male,171.7,85.4,28.97,High,High
7,Female,116.7,18.3,13.42,High,Low
15,Female,165.6,65.2,23.78,Low,Medium
10,Female,156.1,64.9,26.63,Low,Medium
13,Female,175.2,67.7,22.06,High,High
10,Male,150.5,46.9,20.72,Low,Medium
13,Female,156.2,42.7,17.52,Medium,Medium
11,Male,134.6,24.6,13.56,Low,Low
13,Male,166.1,81.5,29.54,Medium,High
6,Male,126.8,32.3,20.12,Low,Low
16,Male,164.0,53.0,19.72,High,High
12,Female,137.0,46.5,24.8,High,Medium
12,Female,149.4,43.7,19.6,Low,Low
6,Male,126.1,31.2,19.64,High,Medium
16,Male,167.9,72.9,25.86,Medium,High
8,Male,130.9,44.3,25.81,Low,Low
15,Male,162.3,58.0,22.01,High,High
11,Female,140.1,34.2,17.42,Medium,Low
15,Male,176.1,54.6,17.6,Low,Medium
8,Female,117.4,16.5,11.93,Low,Low
8,Male,120.3,26.1,18.04,High,Medium
10,Male,157.3,64.2,25.95,High,High
14,Male,159.5,69.5,27.33,High,High
10,Male,144.0,46.3,22.34,Low,Low
14,Female,160.9,64.9,25.08,High,High
7,Female,107.2,15.0,13.06,Low,Low
13,Female,163.8,69.4,25.89,High,High
16,Male,154.9,47.4,19.76,Low,Medium
14,Male,167.5,56.3,20.05,Medium,High
15,Female,176.1,69.4,22.4,Medium,High
6,Female,102.9,15.0,14.18,High,Low
10,Male,140.9,30.5,15.37,High,Medium
16,Male,169.5,64.5,22.43,Medium,High
11,Female,123.2,18.4,12.1,Medium,Low
16,Male,178.4,84.6,26.6,High,High
17,Male,168.8,74.1,26.0,Low,Medium
13,Female,175.8,76.4,24.71,High,High
17,Male,159.4,63.0,24.8,High,High
7,Female,120.6,24.3,16.74,Low,Low
14,Male,163.4,60.5,22.66,Low,Medium
7,Female,146.4,42.0,19.62,Medium,Medium
11,Male,158.2,70.5,28.17,Low,Medium
8,Female,126.3,15.0,9.4,Medium,Low
17,Female,167.5,61.6,21.95,High,High
12,Female,151.3,49.7,21.71,Medium,Medium
17,Female,188.9,93.4,26.17,Low,High
11,Male,148.8,57.9,26.15,Medium,Medium
9,Male,125.5,40.3,25.61,Medium,Medium
11,Female,141.6,40.9,20.38,High,Medium
7,Male,127.3,27.2,16.74,Low,Low
16,Male,159.1,62.0,24.5,Medium,High
6,Male,130.0,25.7,15.22,High,Medium
10,Male,130.7,21.2,12.42,Medium,Low
6,Male,122.4,21.6,14.44,Medium,Low
7,Female,132.3,38.3,21.87,Low,Low
10,Female,148.7,46.7,21.14,High,Medium
9,Female,120.4,23.7,16.34,Medium,Low
12,Female,142.7,27.7,13.62,High,Medium
13,Male,175.4,75.5,24.55,High,High
15,Male,152.9,49.7,21.25,Medium,Medium
7,Female,113.0,15.0,11.76,Medium,Low
16,Male,155.7,61.0,25.15,Low,Medium
14,Male,164.9,79.7,29.3,Low,Medium
7,Female,111.4,19.4,15.59,High,Low
7,Male,134.5,43.0,23.74,Medium,Medium
17,Female,155.8,61.5,25.33,Medium,Medium
17,Female,167.2,72.4,25.89,High,High
10,Male,139.2,24.8,12.8,Low,Low
5,Male,124.3,23.3,15.08,Medium,Low
11,Female,129.0,33.0,19.86,Medium,Low
16,Female,175.0,79.3,25.88,Medium,High
5,Male,115.4,25.6,19.2,High,Medium
9,Female,114.3,15.0,11.47,Medium,Low
14,Female,188.8,93.6,26.27,Medium,High
17,Female,170.5,62.0,21.32,Medium,Medium
12,Male,154.6,52.9,22.14,Low,Medium
8,Female,129.6,29.1,17.32,Medium,Low
9,Male,120.5,27.4,18.86,Medium,Low
8,Female,111.9,17.9,14.28,High,Low
16,Male,162.0,63.0,23.99,High,High
16,Female,155.2,38.0,15.77,Medium,Medium
8,Male,115.8,19.4,14.45,Medium,Low
16,Male,149.2,47.0,21.13,Low,Low
12,Male,146.1,57.3,26.82,Low,Medium
6,Female,140.7,50.0,25.23,Medium,Medium
5,Female,130.6,23.1,13.53,Medium,Low
7,Female,123.9,28.6,18.62,Low,Low
13,Male,164.6,69.4,25.62,Medium,High
8,Female,94.5,15.0,16.79,High,Low
14,Male,160.8,64.0,24.75,Low,Medium
9,Female,110.7,15.8,12.86,High,Low
6,Male,126.3,38.4,24.03,Low,Low
8,Male,122.4,18.0,12.01,Medium,Low
6,Male,116.3,15.0,11.09,High,Low
6,Female,126.1,32.4,20.36,Medium,Low
8,Female,126.0,15.0,9.44,High,Low
10,Female,160.2,65.4,25.49,Low,Medium
11,Male,151.9,55.7,24.14,Medium,Medium
14,Male,167.2,48.4,17.32,Medium,Medium
7,Female,115.5,15.0,11.24,Medium,Low
7,Female,114.3,26.9,20.58,High,Low
14,Female,171.0,59.3,20.29,High,High
10,Male,143.0,44.7,21.86,High,High
17,Male,167.5,59.5,21.19,Low,Medium
16,Male,174.8,69.1,22.62,Medium,High
7,Male,109.9,25.2,20.88,Medium,Low
17,Male,179.0,80.0,24.96,Medium,High
6,Female,134.7,38.8,21.4,High,Medium
12,Male,124.5,23.6,15.21,Low,Low
9,Male,148.5,36.4,16.5,Medium,Medium
5,Male,128.2,18.7,11.4,Medium,Low
7,Male,120.2,29.6,20.51,High,Medium
14,Male,170.2,71.4,24.66,High,High
12,Female,135.2,29.1,15.89,Medium,Low
8,Male,130.5,30.3,17.79,Low,Low
11,Male,137.1,42.4,22.55,Medium,Medium
14,Male,185.2,88.8,25.9,Medium,High
16,Female,165.6,59.4,21.68,High,High
6,Female,131.5,18.9,10.93,Medium,Low
11,Female,137.1,33.9,18.02,Medium,Low
9,Male,133.2,42.0,23.71,Medium,Medium
9,Female,124.9,31.7,20.33,Medium,Low
10,Male,130.9,34.2,19.94,High,Medium
17,Male,162.6,61.2,23.16,Low,Medium
13,Female,184.3,80.2,23.6,Medium,High
10,Male,153.6,52.4,22.2,High,High
16,Male,161.2,67.5,25.96,Low,Medium
17,Male,146.3,54.4,25.41,High,High
12,Female,136.7,34.6,18.51,Medium,Low
11,Male,130.9,51.2,29.88,Medium,Medium
13,Male,146.5,47.3,22.02,Low,Low
8,Female,132.9,30.1,17.04,Medium,Low
6,Male,125.6,37.4,23.72,Medium,Medium
11,Male,163.0,46.6,17.57,Low,Medium
10,Female,135.0,38.9,21.32,Medium,Low
5,Male,125.0,24.4,15.62,Low,Low
15,Male,151.1,62.6,27.45,Medium,High
13,Male,159.1,63.9,25.26,High,High
13,Male,162.8,63.9,24.11,Low,Medium
16,Male,161.3,66.6,25.6,Low,Medium
6,Female,125.5,17.1,10.84,High,Low
7,Female,134.7,42.5,23.39,Medium,Medium
9,Female,133.7,22.9,12.82,Low,Low
9,Female,117.3,20.2,14.66,Medium,Low
5,Male,124.7,25.0,16.07,Low,Low
12,Male,152.9,38.8,16.6,Low,Low
16,Male,175.4,75.9,24.69,High,High
12,Male,138.4,40.6,21.22,High,Medium
8,Male,132.1,26.8,15.39,Medium,Low
17,Female,168.3,60.2,21.25,Low,Medium
11,Female,134.3,38.3,21.21,Low,Low
15,Male,173.0,75.9,25.36,High,High
14,Male,166.5,68.3,24.64,Low,Medium
7,Male,107.6,15.0,12.96,Medium,Low
10,Female,142.1,37.5,18.6,Low,Low
14,Male,165.4,83.6,30.55,Medium,High
17,Male,158.9,56.6,22.39,Low,Medium
14,Male,177.3,70.4,22.39,Medium,High
16,Female,177.6,78.1,24.74,High,High
13,Male,161.2,59.7,22.99,Medium,High
5,Female,120.1,17.5,12.14,Low,Low
9,Female,123.7,38.7,25.28,High,Medium
8,Female,123.0,15.0,9.91,Low,Low
12,Female,139.1,39.4,20.36,Medium,Low
15,Female,127.9,19.4,11.86,Medium,Low
16,Female,182.5,78.2,23.47,Low,Medium
5,Male,125.0,38.9,24.89,Medium,Medium
13,Male,163.2,65.5,24.58,High,High
10,Male,148.3,50.4,22.93,High,High
8,Female,124.2,16.7,10.82,Medium,Low
16,Male,160.7,57.3,22.19,Low,Medium
13,Female,154.9,69.5,28.96,Medium,Medium
15,Female,146.6,50.6,23.54,Medium,Medium
9,Female,111.5,15.0,12.07,Medium,Low
9,Male,113.8,17.4,13.4,Medium,Low
16,Female,171.5,73.7,25.04,Medium,High
9,Female,132.2,25.5,14.6,Low,Low
5,Male,116.2,15.0,11.11,Low,Low
5,Male,98.4,16.4,16.95,Medium,Low
12,Female,145.1,48.2,22.91,Medium,Medium
16,Female,160.8,48.2,18.66,High,High
12,Male,140.5,44.6,22.59,Medium,Medium
16,Male,174.6,85.0,27.89,High,High
10,Male,146.4,39.2,18.27,High,High
16,Female,155.2,51.6,21.4,High,High
15,Male,152.9,64.6,27.6,Low,Medium
17,Male,162.4,62.7,23.76,High,High
8,Male,115.9,15.0,11.16,Low,Low
6,Female,124.3,15.0,9.71,Low,Low
6,Male,135.3,43.8,23.95,Medium,Medium
13,Male,151.2,49.7,21.74,Low,Medium
9,Male,125.9,15.0,9.47,Low,Low
8,Male,134.2,21.6,11.99,Low,Low
14,Male,164.1,59.6,22.14,Low,Medium
17,Female,172.2,63.6,21.46,Medium,High
5,Female,122.1,15.0,10.06,Low,Low
11,Female,146.7,65.5,30.42,Medium,Medium
7,Male,129.4,35.1,20.94,High,Medium
10,Female,139.3,18.7,9.62,Medium,Low
9,Female,144.9,42.4,20.19,Medium,Medium
9,Female,130.8,30.1,17.58,High,Medium
15,Male,178.0,66.2,20.89,Low,Medium
9,Male,135.7,40.0,21.71,Medium,Medium
5,Female,128.3,15.0,9.12,High,Low
5,Female,138.9,47.6,24.7,High,Medium
7,Male,126.9,38.4,23.86,Medium,Medium
16,Male,157.7,76.5,30.77,Low,Medium
14,Female,165.1,52.6,19.27,High,High
8,Male,114.9,15.0,11.35,Low,Low
9,Female,104.0,15.0,13.87,Medium,Low
6,Male,116.5,25.9,19.12,Medium,Low
12,Female,145.7,52.2,24.58,Medium,Medium
15,Female,175.6,84.3,27.32,High,High
15,Male,156.4,67.5,27.56,High,High
6,Female,135.1,36.7,20.12,High,Medium
13,Female,152.9,51.2,21.9,Low,Low
6,Female,115.8,15.0,11.19,Medium,Low
17,Male,179.5,77.1,23.93,High,High
13,Male,165.5,64.3,23.49,Medium,High
11,Male,143.3,35.7,17.38,High,Medium
12,Female,147.4,47.0,21.67,High,Medium
15,Male,152.9,44.4,19.0,Medium,Medium
6,Female,121.7,30.6,20.66,Low,Low
11,Female,145.0,48.4,23.03,Medium,Medium
16,Male,177.3,73.6,23.42,High,High
10,Male,128.3,29.8,18.11,Medium,Low
8,Female,142.6,33.8,16.61,High,Medium
11,Female,143.8,35.7,17.29,Medium,Low
17,Male,153.9,48.8,20.62,Medium,Medium
8,Male,112.1,15.0,11.94,Medium,Low
6,Male,127.7,28.9,17.69,Medium,Low
14,Female,151.5,52.7,22.95,High,High
16,Female,159.4,48.8,19.23,Low,Low
11,Female,142.5,41.9,20.61,Low,Low
12,Female,156.4,49.9,20.39,High,High
6,Female,135.2,15.0,8.21,Low,Low
9,Male,118.6,43.2,30.71,Medium,Medium
5,Male,122.9,16.5,10.92,Low,Low
11,Female,129.0,23.1,13.87,Low,Low
12,Female,124.6,15.0,9.66,Medium,Low
17,Male,152.7,44.2,18.97,High,High
10,Male,156.2,54.7,22.42,Low,Medium
9,Male,132.8,43.6,24.73,Low,Low
10,Male,148.8,47.3,21.34,Low,Medium
6,Female,110.4,15.0,12.3,Medium,Low
5,Male,117.9,27.5,19.78,Low,Low
11,Female,136.4,32.2,17.32,Medium,Low
11,Male,143.3,43.5,21.18,High,High
14,Male,162.7,55.3,20.9,Medium,High
15,Male,155.0,68.5,28.5,Low,Medium
14,Female,168.5,76.9,27.08,Medium,High
6,Female,127.3,26.1,16.09,High,Low
6,Male,117.7,15.0,10.83,Medium,Low
5,Female,128.0,27.8,16.95,Medium,Low
14,Female,176.2,75.1,24.19,Medium,High
12,Male,159.3,46.9,18.49,Low,Medium
12,Male,149.9,58.6,26.06,Medium,High
5,Female,129.6,27.8,16.55,High,Medium
16,Female,162.6,77.8,29.42,Medium,High
15,Female,175.3,78.7,25.6,Medium,High
12,Male,134.3,15.0,8.32,Medium,Low
13,Male,174.1,63.9,21.07,Low,Medium
8,Female,122.1,15.0,10.06,Low,Low
5,Male,139.9,29.6,15.1,High,Medium
5,Male,130.9,17.8,10.4,High,Medium
7,Female,124.3,26.3,17.04,High,Low
9,Female,122.6,20.1,13.37,High,Low
9,Male,130.3,36.2,21.32,Medium,Medium
13,Male,169.8,69.5,24.1,Low,Medium
14,Female,161.0,59.1,22.79,Medium,Medium
16,Male,165.9,81.9,29.77,Low,Medium
6,Male,134.0,35.7,19.92,High,Medium
6,Female,111.4,15.0,12.09,High,Low
10,Female,152.3,45.4,19.6,High,Medium
13,Male,170.2,60.8,20.99,Medium,High
5,Male,136.9,43.0,22.97,Low,Low
13,Male,157.8,63.5,25.5,Low,Medium
13,Female,165.1,77.6,28.49,Medium,High
17,Male,167.1,70.9,25.4,Medium,High
13,Male,172.4,69.2,23.3,Medium,High
9,Female,129.3,33.4,19.97,High,Medium
17,Female,152.6,52.0,22.31,High,High
13,Male,167.9,74.8,26.54,Low,Medium
