Age,Gender,Height_cm,Weight_kg,BMI,Activity_Level,Daily_Calories,Calorie_Level
10,Male,119.4,33.7,23.64,Medium,1558.0,Low
13,Male,166.4,59.2,21.37,Medium,2358.0,High
6,Male,138.5,63.2,32.98,High,2651.0,High
9,Male,140.0,25.5,13.03,Medium,1635.0,Medium
16,Female,162.7,64.0,24.2,Low,1699.0,Medium
7,Male,111.7,15.0,12.01,Low,982.0,Low
8,Male,138.7,37.0,19.24,Medium,1802.0,Medium
14,Male,164.5,68.2,25.2,Low,1974.0,Medium
10,Male,143.4,47.6,23.13,Medium,1991.0,Medium
16,Male,156.1,54.7,22.47,Low,1737.0,Medium
12,Male,132.5,24.4,13.89,Medium,1526.0,Low
5,Male,130.6,39.0,22.86,High,2136.0,Medium
14,Male,171.7,76.7,26.03,Low,2130.0,Medium
12,Female,147.0,47.9,22.18,Medium,1766.0,Medium
15,Male,157.4,62.1,25.09,Medium,2302.0,High
11,Male,134.4,40.5,22.44,High,2150.0,Medium
5,Male,110.7,15.0,12.25,Medium,1233.0,Low
6,Male,119.4,23.9,16.75,Medium,1440.0,Low
7,Female,114.9,15.0,11.35,High,1210.0,Low
5,Female,107.9,15.0,12.88,Medium,958.0,Low
13,Female,171.5,70.0,23.79,Medium,2319.0,High
12,Female,131.8,36.7,21.13,Low,1164.0,Low
6,Female,134.8,31.4,17.25,High,1738.0,Medium
17,Female,168.9,74.3,26.02,High,2794.0,High
13,Female,167.9,60.1,21.31,High,2565.0,High
11,Female,161.7,61.9,23.7,High,2545.0,High
13,Female,152.1,60.0,25.92,High,2385.0,High
10,Female,153.7,57.5,24.32,Medium,1987.0,Medium
10,Female,142.0,43.6,21.6,High,2002.0,Medium
15,Female,190.0,104.4,28.93,Medium,2994.0,High
8,Female,121.2,29.4,20.0,Medium,1275.0,Low
14,Female,159.6,66.4,26.08,Medium,2146.0,Medium
14,Female,169.3,74.5,26.01,Medium,2358.0,High
17,Female,162.9,69.2,26.06,High,2635.0,High
17,Male,157.4,70.7,28.52,Medium,2416.0,High
6,Female,115.3,15.0,11.28,Low,816.0,Low
11,Male,159.6,67.7,26.57,Low,1949.0,Medium
9,Female,113.4,16.2,12.62,High,1196.0,Low
15,Female,167.2,64.2,22.94,Medium,2176.0,Medium
10,Male,155.6,54.8,22.63,Medium,2212.0,High
6,Female,136.0,37.8,20.42,Medium,1556.0,Low
9,Male,119.0,15.0,10.6,Medium,1280.0,Low
14,Male,162.9,69.9,26.31,Low,1982.0,Medium
8,Male,121.0,20.2,13.78,Medium,1384.0,Low
13,Female,149.6,50.3,22.47,High,2183.0,Medium
10,Female,150.4,61.2,27.08,Medium,2012.0,Medium
6,Female,125.4,26.4,16.81,Medium,1285.0,Low
5,Male,139.4,51.8,26.67,Low,1643.0,Medium
9,Male,116.8,15.0,11.0,Medium,1260.0,Low
13,Female,175.9,67.1,21.69,Low,1853.0,Medium
10,Female,156.6,54.3,22.13,Medium,1966.0,Medium
14,Female,165.5,43.0,15.69,Medium,1849.0,Medium
16,Female,143.3,50.5,24.61,High,2088.0,Medium
11,Female,139.9,31.6,16.13,Medium,1461.0,Low
9,Male,142.9,37.9,18.58,Medium,1848.0,Medium
14,Male,168.0,73.7,26.12,Medium,2583.0,High
10,Male,151.9,52.9,22.91,Medium,2150.0,Medium
9,Female,124.1,20.6,13.36,Low,931.0,Low
15,Male,162.8,46.5,17.54,Medium,2118.0,Medium
13,Male,146.3,56.7,26.5,High,2559.0,High
10,Male,152.9,58.7,25.11,Low,1798.0,Medium
15,Male,175.8,92.2,29.85,Medium,2927.0,High
12,Male,135.5,30.7,16.73,High,1978.0,Medium
6,Female,123.2,15.0,9.88,Medium,1094.0,Low
16,Male,161.9,69.8,26.65,High,2943.0,High
17,Female,169.2,67.7,23.65,Medium,2233.0,High
13,Female,159.6,64.6,25.37,Medium,2126.0,Medium
9,Female,134.3,47.3,26.2,Medium,1659.0,Medium
11,Female,145.7,48.8,22.99,High,2129.0,Medium
14,Female,139.5,40.8,20.99,High,1889.0,Medium
17,Male,169.4,71.3,24.83,Low,2030.0,Medium
5,Male,135.0,21.9,12.0,Medium,1563.0,Low
14,Female,153.5,62.3,26.47,Low,1622.0,Medium
9,Female,129.1,38.5,23.08,Low,1183.0,Low
16,Female,183.3,87.5,26.06,Medium,2670.0,High
14,Male,166.1,54.0,19.57,Medium,2270.0,High
6,Female,136.4,35.4,19.05,Low,1219.0,Low
16,Male,160.6,72.1,27.96,Low,1979.0,Medium
10,Female,144.8,40.3,19.21,Medium,1646.0,Medium
15,Male,163.0,72.4,27.28,High,3011.0,High
5,Female,121.1,21.6,14.7,High,1416.0,Low
7,Male,123.5,29.2,19.15,Low,1241.0,Low
9,Female,108.7,15.0,12.7,High,1122.0,Low
8,Male,121.7,22.4,15.1,Medium,1424.0,Low
7,Male,138.4,41.9,21.87,High,2256.0,High
14,Male,155.4,46.7,19.35,Medium,2059.0,Medium
17,Male,154.3,56.5,23.73,Medium,2175.0,Medium
9,Male,125.6,15.0,9.51,High,1611.0,Medium
15,Male,166.1,61.3,22.22,Low,1897.0,Medium
12,Male,148.8,53.1,24.0,High,2531.0,High
15,Female,163.9,72.8,27.12,High,2729.0,High
8,Female,125.7,29.5,18.67,High,1584.0,Low
5,Female,121.5,15.0,10.16,Medium,1085.0,Low
15,Female,152.2,60.5,26.1,Low,1585.0,Low
11,Female,144.3,35.2,16.9,Medium,1556.0,Low
12,Male,152.2,57.2,24.66,High,2643.0,High
7,Male,130.2,21.3,12.58,Medium,1495.0,Low
10,Male,127.6,21.4,13.14,Medium,1449.0,Low
6,Male,127.5,19.9,12.22,Medium,1456.0,Low
11,Male,136.1,37.2,20.08,Medium,1758.0,Medium
12,Female,158.9,57.4,22.71,Low,1615.0,Medium
10,Female,148.3,52.3,23.81,Medium,1858.0,Medium
10,Female,154.0,53.8,22.7,High,2321.0,High
9,Female,125.2,15.0,9.57,Low,872.0,Low
12,Male,144.3,46.5,22.34,High,2363.0,High
5,Male,140.0,25.9,13.2,Medium,1670.0,Medium
14,Male,174.7,67.7,22.16,Medium,2555.0,High
8,Female,126.2,23.3,14.61,Medium,1230.0,Low
8,Male,123.0,19.5,12.91,Low,1115.0,Low
7,Female,107.9,15.0,12.88,Medium,943.0,Low
7,Male,128.2,39.2,23.84,High,2095.0,Medium
8,Male,123.7,36.9,24.11,Medium,1661.0,Medium
15,Female,170.5,88.5,30.45,Medium,2573.0,High
5,Male,133.6,42.8,23.96,Low,1491.0,Low
15,Male,177.3,74.2,23.59,High,3204.0,High
17,Female,168.4,65.1,22.95,Medium,2185.0,Medium
15,Male,154.5,50.8,21.27,Medium,2106.0,Medium
6,Female,103.5,19.4,18.1,Low,780.0,Low
13,Male,156.8,55.8,22.72,High,2660.0,High
14,Male,178.3,88.5,27.82,Medium,2902.0,High
6,Male,143.2,52.8,25.72,Medium,2097.0,Medium
9,Male,122.6,24.1,16.05,Medium,1452.0,Low
13,Male,150.4,38.8,17.14,High,2282.0,High
13,Male,158.5,57.8,22.99,Low,1810.0,Medium
12,Male,156.4,57.6,23.54,High,2696.0,High
5,Male,119.1,29.3,20.67,Medium,1526.0,Low
5,Female,130.9,31.0,18.12,Medium,1414.0,Low
13,Female,166.7,57.0,20.52,Medium,2079.0,Medium
17,Male,172.1,80.0,27.01,High,3232.0,High
15,Male,183.2,81.4,24.25,Medium,2833.0,High
12,Female,150.9,30.5,13.41,High,1849.0,Medium
14,Male,166.5,69.1,24.92,Low,1999.0,Medium
13,Male,184.3,88.3,26.0,High,3554.0,High
11,Female,148.5,41.8,18.93,Low,1356.0,Low
7,Male,117.1,15.5,11.33,Medium,1286.0,Low
7,Male,131.9,37.1,21.35,Medium,1748.0,Medium
6,Female,129.5,32.1,19.17,Medium,1409.0,Low
9,Male,121.9,15.0,10.09,Medium,1308.0,Low
16,Male,159.8,69.9,27.35,Medium,2434.0,High
16,Female,162.0,75.7,28.83,Low,1834.0,Medium
7,Male,119.7,15.6,10.89,Medium,1311.0,Low
10,Female,142.3,27.1,13.36,Low,1139.0,Low
6,Male,116.6,22.7,16.73,Medium,1396.0,Low
16,Male,168.9,63.5,22.26,Low,1938.0,Medium
7,Female,128.1,32.4,19.74,Low,1114.0,Low
9,Female,128.5,46.1,27.92,Low,1269.0,Low
16,Male,164.4,52.0,19.25,Medium,2209.0,High
15,Female,163.2,56.9,21.34,High,2435.0,High
15,Female,179.4,77.9,24.19,High,2995.0,High
5,Male,125.7,36.0,22.8,Low,1351.0,Low
17,Male,177.6,106.1,33.62,Medium,3137.0,High
5,Male,115.0,17.0,12.86,Medium,1304.0,Low
14,Female,170.9,57.8,19.8,Medium,2123.0,Medium
13,Female,157.7,54.9,22.08,Medium,1962.0,Medium
11,Female,139.4,33.2,17.1,Low,1185.0,Low
5,Female,120.9,26.7,18.24,Medium,1254.0,Low
16,Male,160.3,63.3,24.64,Medium,2339.0,High
12,Female,140.3,32.0,16.24,Low,1171.0,Low
7,Male,137.2,30.5,16.21,Medium,1699.0,Medium
12,Female,145.5,42.6,20.12,Medium,1671.0,Medium
9,Male,127.3,25.3,15.65,Low,1210.0,Low
5,Male,120.4,20.1,13.85,Medium,1400.0,Low
11,Male,153.6,54.0,22.88,High,2609.0,High
9,Female,128.6,38.4,23.25,High,1767.0,Medium
10,Male,141.9,38.7,19.24,Medium,1844.0,Medium
10,Male,129.2,24.8,14.87,Medium,1515.0,Low
12,Female,147.2,36.5,16.83,Medium,1595.0,Low
13,Male,170.8,69.0,23.65,Medium,2545.0,High
6,Female,115.2,17.3,13.0,Low,842.0,Low
13,Female,162.0,48.3,18.38,Medium,1904.0,Medium
16,Male,170.4,67.6,23.3,Medium,2499.0,High
15,Male,149.3,58.6,26.28,Medium,2173.0,Medium
14,Female,158.5,63.7,25.35,High,2514.0,High
13,Male,168.8,71.8,25.19,High,3082.0,High
17,Female,176.1,81.0,26.14,Low,1997.0,Medium
14,Female,186.9,82.3,23.56,Low,2111.0,Medium
14,Female,184.6,78.9,23.17,Low,2054.0,Medium
11,Male,146.4,56.6,26.4,High,2576.0,High
5,Female,120.2,26.8,18.55,High,1499.0,Low
11,Male,154.2,48.3,20.29,High,2514.0,High
14,Male,159.6,44.5,17.49,Medium,2066.0,Medium
9,Male,117.4,15.0,10.89,High,1519.0,Low
10,Male,141.9,46.3,22.98,Medium,1958.0,Medium
14,Female,160.7,55.4,21.46,High,2390.0,High
11,Male,149.1,51.8,23.28,High,2519.0,High
9,Female,119.0,30.3,21.43,Medium,1261.0,Low
11,Female,145.9,45.1,21.2,Medium,1720.0,Medium
13,Male,180.9,82.8,25.29,High,3418.0,High
7,Female,126.2,31.7,19.9,Medium,1365.0,Low
12,Female,160.2,51.5,20.08,Low,1554.0,Low
6,Male,137.0,30.8,16.42,Low,1368.0,Low
15,Female,170.9,76.7,26.26,Medium,2399.0,High
11,Female,141.5,41.8,20.87,Medium,1628.0,Medium
17,Female,175.4,76.4,24.83,Low,1937.0,Medium
6,Female,122.5,22.8,15.17,Low,963.0,Low
8,Male,125.0,32.8,21.0,Medium,1611.0,Medium
11,Female,148.3,51.8,23.55,Medium,1843.0,Medium
7,Female,124.9,28.5,18.28,Low,1044.0,Low
6,Female,117.8,27.6,19.87,Low,985.0,Low
15,Female,149.7,62.6,27.91,Low,1591.0,Low
14,Male,174.6,92.5,30.36,Low,2342.0,High
11,Female,150.7,46.1,20.29,High,2136.0,Medium
5,Male,107.8,27.5,23.71,Low,1115.0,Low
12,Female,137.5,28.8,15.2,High,1667.0,Medium
7,Male,126.8,42.3,26.3,Medium,1778.0,Medium
16,Male,169.4,64.4,22.42,High,2929.0,High
16,Male,149.8,49.3,21.95,Low,1625.0,Medium
17,Male,164.1,64.3,23.86,Low,1906.0,Medium
6,Male,130.4,23.5,13.8,Low,1230.0,Low
7,Female,121.5,22.2,15.03,Low,942.0,Low
9,Female,127.6,21.0,12.93,Medium,1202.0,Low
15,Female,160.1,50.2,19.6,Low,1521.0,Low
12,Male,154.1,53.8,22.65,Low,1735.0,Medium
14,Female,157.0,69.7,28.29,High,2606.0,High
11,Male,133.6,31.5,17.68,Medium,1651.0,Medium
11,Male,145.3,52.8,25.02,Low,1663.0,Medium
16,Female,150.7,43.9,19.34,Low,1368.0,Low
11,Female,123.9,15.0,9.76,Low,850.0,Low
12,Male,155.8,59.5,24.49,High,2725.0,High
5,Male,115.2,29.2,22.02,High,1785.0,Medium
8,Female,111.7,15.0,12.03,High,1164.0,Low
17,Female,156.9,63.5,25.8,High,2465.0,High
10,Female,136.4,48.4,26.0,Medium,1688.0,Medium
13,Female,163.6,63.3,23.65,Low,1715.0,Medium
17,Male,154.1,52.8,22.27,Medium,2117.0,Medium
6,Female,130.0,33.8,19.98,High,1726.0,Medium
5,Female,131.5,36.7,21.21,High,1804.0,Medium
17,Female,152.3,41.1,17.71,Medium,1674.0,Medium
14,Male,158.8,61.2,24.26,Medium,2309.0,High
16,Male,159.8,59.8,23.41,High,2738.0,High
6,Male,123.3,17.0,11.2,Low,1100.0,Low
11,Male,155.8,55.3,22.76,High,2658.0,High
7,Female,136.4,27.1,14.55,Low,1113.0,Low
14,Male,190.0,77.9,21.58,Medium,2852.0,High
6,Female,102.3,15.0,14.33,Low,718.0,Low
15,Female,155.8,63.0,25.96,Medium,2051.0,Medium
11,Female,163.1,60.4,22.68,Medium,2111.0,Medium
17,Female,147.0,39.3,18.19,Medium,1599.0,Low
17,Male,182.9,76.5,22.86,High,3290.0,High
6,Male,126.5,30.9,19.3,Medium,1611.0,Medium
7,Male,126.8,40.2,24.97,High,2096.0,Medium
15,Female,152.2,58.4,25.2,Low,1559.0,Low
11,Female,140.5,50.9,25.79,High,2108.0,Medium
8,Female,142.5,34.1,16.8,Low,1236.0,Low
17,Female,164.5,63.9,23.62,Low,1706.0,Medium
5,Female,120.6,28.7,19.75,Low,1025.0,Low
17,Male,169.1,57.9,20.25,Medium,2333.0,High
9,Female,123.1,17.8,11.76,High,1334.0,Low
16,Male,168.5,76.0,26.78,Low,2085.0,Medium
13,Female,156.5,58.6,23.91,Medium,2007.0,Medium
12,Female,144.2,36.5,17.55,High,1882.0,Medium
16,Male,158.6,45.5,18.11,Medium,2057.0,Medium
13,Male,147.0,57.7,26.7,High,2583.0,High
14,Female,169.8,53.4,18.51,Low,1637.0,Medium
13,Female,152.7,57.7,24.77,High,2350.0,High
11,Female,143.4,39.1,19.02,Low,1285.0,Low
8,Female,134.3,42.6,23.65,High,1916.0,Medium
9,Male,110.0,15.0,12.39,Medium,1196.0,Low
5,Female,131.0,52.0,30.26,Medium,1729.0,Medium
5,Male,122.0,25.2,16.94,Low,1194.0,Low
7,Female,115.3,19.9,14.94,Low,868.0,Low
17,Male,185.2,79.0,23.04,Low,2242.0,High
12,Male,145.0,43.9,20.89,Medium,1936.0,Medium
6,Female,119.3,18.5,12.97,Low,887.0,Low
8,Male,117.2,31.6,22.98,High,1824.0,Medium
6,Female,133.8,37.0,20.67,Low,1219.0,Low
9,Male,118.9,23.2,16.44,High,1684.0,Medium
13,Female,172.6,76.8,25.8,Low,1945.0,Medium
5,Male,125.0,30.0,19.21,Low,1273.0,Low
9,Female,136.2,25.0,13.51,High,1612.0,Medium
13,Female,154.6,71.0,29.7,High,2610.0,High
5,Male,116.0,15.0,11.15,Medium,1282.0,Low
13,Male,162.2,61.9,23.52,Low,1887.0,Medium
12,Male,143.0,55.3,27.02,Medium,2087.0,Medium
8,Male,121.5,36.9,25.04,Medium,1640.0,Medium
16,Female,190.0,96.4,26.72,Medium,2866.0,High
15,Male,185.6,81.6,23.68,Medium,2859.0,High
14,Female,168.0,69.0,24.45,Medium,2264.0,High
9,Male,129.2,30.5,18.28,Low,1287.0,Low
17,Female,162.6,64.3,24.29,High,2543.0,High
9,Female,114.5,15.0,11.44,High,1187.0,Low
15,Female,163.2,73.3,27.51,Low,1820.0,Medium
16,Female,172.7,73.8,24.74,Medium,2364.0,High
10,Male,158.1,52.3,20.93,Low,1759.0,Medium
11,Male,155.0,51.0,21.23,High,2571.0,High
12,Female,129.9,32.1,19.0,Medium,1367.0,Low
12,Male,142.1,30.9,15.29,Low,1370.0,Low
15,Male,150.3,57.3,25.38,Low,1731.0,Medium
17,Female,176.7,78.6,25.17,Low,1973.0,Medium
6,Male,120.9,33.4,22.86,Medium,1597.0,Low
13,Male,164.5,65.1,24.07,High,2916.0,High
11,Male,149.8,41.1,18.32,Low,1557.0,Low
8,Female,152.7,43.1,18.48,Low,1421.0,Low
8,Male,127.7,24.6,15.06,Medium,1513.0,Low
15,Female,162.6,60.3,22.82,Low,1660.0,Medium
12,Male,132.6,28.1,15.96,Medium,1581.0,Low
8,Male,139.6,40.6,20.84,Medium,1865.0,Medium
17,Male,163.2,58.4,21.95,Medium,2286.0,High
10,Female,161.6,63.6,24.36,High,2583.0,High
9,Female,136.1,31.9,17.23,High,1734.0,Medium
7,Male,120.4,25.4,17.55,Medium,1465.0,Low
17,Female,151.1,48.6,21.29,High,2132.0,Medium
14,Male,167.7,77.7,27.62,High,3168.0,High
15,Female,158.9,64.1,25.39,Low,1677.0,Medium
6,Female,125.4,26.9,17.13,Low,1035.0,Low
13,Male,175.5,73.8,23.97,Low,2130.0,Medium
14,Male,148.5,36.3,16.47,Medium,1839.0,Medium
13,Male,167.6,79.0,28.09,High,3199.0,High
5,Male,132.6,27.1,15.44,Medium,1620.0,Medium
14,Female,173.1,73.8,24.64,Medium,2383.0,High
7,Female,111.4,15.0,12.09,Medium,975.0,Low
12,Female,149.2,47.7,21.44,Low,1426.0,Low
10,Male,157.0,67.9,27.52,Medium,2423.0,High
9,Male,128.4,18.7,11.31,Low,1139.0,Low
9,Female,123.8,37.7,24.59,Low,1134.0,Low
10,Male,156.4,61.8,25.25,High,2790.0,High
11,Female,138.1,36.1,18.93,High,1814.0,Medium
5,Female,109.7,15.0,12.46,High,1169.0,Low
13,Female,163.0,45.3,17.04,High,2242.0,High
7,Female,130.4,23.6,13.87,High,1538.0,Low
8,Female,135.4,32.6,17.76,Medium,1456.0,Low
14,Male,170.3,71.7,24.73,Medium,2575.0,High
5,Male,133.4,43.4,24.42,Medium,1872.0,Medium
17,Male,175.5,91.8,29.81,Medium,2901.0,High
15,Female,161.6,63.8,24.42,Medium,2118.0,Medium
14,Female,163.5,65.2,24.37,High,2597.0,High
7,Female,137.9,33.9,17.86,Low,1206.0,Low
6,Female,112.9,15.0,11.77,Medium,997.0,Low
6,Male,129.3,24.4,14.62,Medium,1541.0,Low
5,Male,117.8,16.2,11.66,Low,1054.0,Low
12,Female,156.0,63.8,26.22,High,2506.0,High
7,Female,124.8,29.0,18.6,Low,1049.0,Low
7,Female,125.1,26.8,17.16,Medium,1281.0,Low
10,Male,162.3,57.6,21.89,Low,1855.0,Medium
17,Male,154.2,38.4,16.13,High,2282.0,High
12,Male,147.2,31.8,14.68,Medium,1774.0,Medium
17,Female,163.2,49.9,18.73,Medium,1909.0,Medium
13,Female,170.3,68.0,23.44,High,2733.0,High
13,Male,184.3,92.2,27.16,Medium,3021.0,High
8,Female,118.9,26.7,18.86,Low,971.0,Low
9,Male,113.0,19.4,15.17,Low,1032.0,Low
6,Female,116.9,15.0,10.98,High,1241.0,Low
15,Male,162.7,71.8,27.14,Medium,2497.0,High
13,Female,165.6,58.2,21.21,Low,1669.0,Medium
12,Male,146.1,53.0,24.8,Low,1666.0,Medium
7,Male,143.0,29.6,14.48,Low,1392.0,Low
15,Male,181.2,71.8,21.87,Medium,2672.0,High
16,Male,178.0,91.3,28.79,Low,2340.0,High
17,Male,190.0,88.4,24.48,Low,2389.0,High
13,Male,173.2,67.8,22.59,Medium,2551.0,High
7,Female,136.1,44.9,24.25,Medium,1655.0,Medium
13,Female,173.0,82.8,27.65,Medium,2525.0,High
6,Female,131.4,27.9,16.18,Medium,1365.0,Low
16,Male,168.9,71.2,24.94,Medium,2539.0,High
14,Male,161.0,62.1,23.96,Medium,2344.0,High
13,Female,152.5,29.9,12.86,High,1848.0,Medium
12,Male,143.7,32.5,15.75,Low,1402.0,Low
13,Male,170.7,78.2,26.85,Medium,2683.0,High
9,Male,125.7,19.1,12.06,Medium,1405.0,Low
15,Male,154.3,58.6,24.59,Low,1777.0,Medium
15,Male,163.3,65.4,24.53,High,2890.0,High
6,Female,122.8,32.5,21.57,Low,1082.0,Low
12,Female,144.4,33.5,16.06,Medium,1524.0,Low
16,Female,169.9,73.1,25.31,Medium,2327.0,High
10,Female,152.1,51.5,22.29,Low,1506.0,Low
12,Female,140.0,33.7,17.18,Medium,1486.0,Low
15,Male,174.8,68.4,22.4,Medium,2560.0,High
9,Male,136.3,38.1,20.52,High,2148.0,Medium
14,Male,168.2,73.2,25.89,High,3094.0,High
6,Male,131.6,32.2,18.55,Low,1343.0,Low
10,Female,154.8,55.6,23.19,Medium,1969.0,Medium
9,Female,114.0,15.0,11.54,High,1182.0,Low
16,Female,175.5,72.1,23.39,Low,1892.0,Medium
17,Male,157.1,50.8,20.57,Medium,2114.0,Medium
16,Female,158.1,53.9,21.58,High,2315.0,High
9,Male,127.0,31.7,19.68,Medium,1606.0,Medium
17,Female,143.6,49.2,23.88,Low,1372.0,Low
5,Female,126.8,16.5,10.3,Medium,1158.0,Low
6,Male,134.8,27.6,15.21,Medium,1641.0,Medium
12,Male,128.5,22.9,13.83,High,1759.0,Medium
17,Female,175.9,75.4,24.36,Low,1929.0,Medium
17,Female,158.0,44.5,17.84,High,2137.0,Medium
7,Male,127.1,20.0,12.41,Medium,1447.0,Low
14,Female,159.5,48.4,19.03,Low,1499.0,Low
7,Female,130.7,33.9,19.86,Medium,1441.0,Low
12,Male,155.2,55.0,22.82,Medium,2198.0,Medium
12,Female,151.5,47.8,20.82,Low,1444.0,Low
6,Male,125.0,16.5,10.54,Low,1105.0,Low
12,Female,140.2,36.7,18.64,High,1840.0,Medium
15,Male,164.3,59.8,22.15,High,2799.0,High
17,Female,171.6,84.6,28.76,Medium,2509.0,High
17,Male,171.9,79.9,27.03,Low,2152.0,Medium
5,Female,130.5,25.0,14.67,High,1583.0,Low
10,Male,132.2,33.5,19.17,Medium,1674.0,Medium
12,Female,144.8,52.3,24.97,Low,1448.0,Low
7,Female,118.7,15.0,10.65,High,1252.0,Low
12,Female,151.6,40.3,17.53,Low,1356.0,Low
16,Female,157.4,43.0,17.36,Medium,1758.0,Medium
5,Female,129.5,39.7,23.66,Medium,1531.0,Low
15,Female,162.2,60.6,23.06,Medium,2076.0,Medium
15,Female,146.2,48.5,22.71,Low,1396.0,Low
13,Female,174.3,69.7,22.94,Medium,2341.0,High
17,Female,164.7,54.6,20.12,High,2393.0,High
15,Male,177.8,69.1,21.87,Medium,2598.0,High
17,Male,148.3,37.6,17.09,Medium,1835.0,Medium
13,Female,162.1,68.9,26.22,Low,1771.0,Medium
9,Male,122.8,34.8,23.05,High,1936.0,Medium
14,Female,167.7,68.0,24.18,High,2695.0,High
8,Female,111.7,15.0,12.01,High,1165.0,Low
15,Male,170.4,74.4,25.62,Medium,2609.0,High
10,Female,164.1,74.2,27.56,High,2803.0,High
16,Female,169.7,77.5,26.9,Low,1914.0,Medium
11,Male,145.9,45.7,21.46,Medium,1979.0,Medium
9,Male,111.2,15.0,12.13,Medium,1208.0,Low
15,Female,157.3,57.0,23.03,Medium,1975.0,Medium
17,Male,164.4,74.2,27.46,High,3042.0,High
14,Male,159.7,65.8,25.79,Medium,2386.0,High
13,Female,175.3,72.2,23.5,Low,1909.0,Medium
7,Male,130.3,27.0,15.92,Medium,1583.0,Low
11,Male,171.9,68.1,23.03,Medium,2558.0,High
14,Female,155.2,46.7,19.38,Medium,1809.0,Medium
14,Male,165.3,76.1,27.86,Low,2076.0,Medium
15,Male,151.2,44.9,19.63,Low,1588.0,Low
9,Female,102.8,15.0,14.2,Medium,880.0,Low
11,Female,152.2,46.9,20.25,High,2169.0,Medium
6,Female,130.0,26.1,15.48,High,1589.0,Low
8,Male,116.5,15.5,11.46,High,1527.0,Low
6,Female,125.9,30.3,19.1,High,1618.0,Medium
17,Female,158.7,56.6,22.48,Low,1575.0,Low
17,Male,160.1,50.9,19.89,High,2574.0,High
16,Female,161.8,61.9,23.66,Medium,2085.0,Medium
11,Female,136.0,29.9,16.16,High,1680.0,Medium
6,Female,117.8,30.2,21.74,Medium,1271.0,Low
17,Female,158.1,56.0,22.41,High,2345.0,High
15,Male,169.2,63.9,22.31,Medium,2440.0,High
5,Female,97.3,15.0,15.86,Low,686.0,Low
13,Female,162.7,68.6,25.92,Medium,2216.0,High
5,Male,114.1,15.0,11.52,Low,1012.0,Low
12,Female,134.5,28.2,15.57,High,1622.0,Medium
6,Male,119.7,23.5,16.42,Medium,1438.0,Low
16,Male,164.9,65.2,23.99,Medium,2411.0,High
12,Male,142.9,50.0,24.49,High,2408.0,High
17,Female,154.4,49.1,20.59,Medium,1814.0,Medium
7,Male,132.2,37.8,21.64,Medium,1762.0,Medium
10,Male,136.0,18.1,9.77,Low,1183.0,Low
7,Male,117.7,16.4,11.86,Medium,1304.0,Low
11,Female,147.8,42.9,19.63,High,2047.0,Medium
14,Female,168.2,64.6,22.82,High,2639.0,High
13,Female,158.9,58.1,23.0,High,2426.0,High
6,Female,95.6,15.0,16.4,Low,668.0,Low
16,Female,156.1,46.9,19.24,Low,1445.0,Low
16,Female,166.6,49.1,17.69,Low,1550.0,Low
9,Female,131.9,23.6,13.56,High,1537.0,Low
17,Male,164.2,72.4,26.85,Low,2004.0,Medium
10,Male,140.2,27.1,13.76,Low,1322.0,Low
8,Male,147.9,43.4,19.81,Medium,1985.0,Medium
8,Male,121.3,28.0,19.03,Medium,1504.0,Low
8,Female,131.1,30.7,17.83,High,1665.0,Medium
6,Male,111.6,20.7,16.59,Medium,1319.0,Low
8,Male,114.1,15.0,11.52,Medium,1242.0,Low
15,Male,171.5,68.9,23.43,Medium,2536.0,High
5,Male,135.4,46.1,25.15,High,2318.0,High
16,Female,161.1,52.1,20.07,Medium,1930.0,Medium
10,Female,126.5,34.8,21.74,Medium,1391.0,Low
5,Female,123.3,21.4,14.1,Medium,1199.0,Low
14,Male,166.9,70.4,25.26,Low,2018.0,Medium
10,Female,146.0,56.1,26.33,High,2272.0,High
5,Male,119.4,22.8,16.01,Low,1145.0,Low
10,Female,143.5,38.7,18.82,High,1932.0,Medium
14,Female,157.5,62.0,24.99,Low,1648.0,Medium
12,Female,133.9,28.6,15.95,High,1623.0,Medium
15,Female,172.6,74.7,25.1,High,2862.0,High
6,Female,126.0,16.0,10.06,Medium,1134.0,Low
6,Male,123.5,23.7,15.56,Medium,1476.0,Low
17,Female,159.9,69.4,27.15,Medium,2172.0,Medium
16,Male,163.2,60.8,22.83,Medium,2330.0,High
8,Male,126.6,35.4,22.06,Low,1332.0,Low
15,Male,182.3,107.0,32.21,Medium,3209.0,High
7,Male,131.5,31.3,18.1,High,1990.0,Medium
8,Male,118.3,23.3,16.6,Low,1125.0,Low
17,Female,158.4,62.3,24.8,High,2460.0,High
16,Female,156.9,58.7,23.84,Medium,1990.0,Medium
11,Female,143.0,49.3,24.11,Medium,1756.0,Medium
17,Female,156.9,54.9,22.3,High,2310.0,High
15,Male,169.7,64.4,22.37,Medium,2453.0,High
5,Female,98.6,15.0,15.44,Medium,870.0,Low
10,Female,150.4,47.6,21.06,High,2169.0,Medium
7,Male,127.8,35.0,21.42,High,2013.0,Medium
15,Male,177.6,70.1,22.22,Low,2090.0,Medium
14,Female,173.8,75.7,25.08,Medium,2419.0,High
11,Female,138.2,37.2,19.48,Medium,1529.0,Low
14,Male,172.6,67.7,22.71,Low,2029.0,Medium
6,Female,123.3,15.0,9.86,Low,876.0,Low
6,Female,105.7,16.6,14.83,Medium,952.0,Low
